,PropertyName,LocationAdvantages,Link
104,Vatika Xpressions,"{'Adarsh public school,Garhi Harsaru': '2.5Km', 'PHC Garhi Harsaru': '2.7Km', 'Garhi Harsaru Junction': '3.2Km', 'Excellere World School': '4.1Km', 'Aman Hospital & Surgical Centre': '5Km', 'Dwarka Expressway': '5.1Km', 'Neemrana Palace': '7.5Km'}",https://www.99acres.com/vatika-xpressions-sector-88b-gurgaon-npxid-r15060
105,M3M Sierra 68,"{'MKD Hospital': '2.7 Km', 'Alpine Convent School': '2.8 Km', 'Airia Mall': '3.4 Km', 'Lemon Tree Hotel, Sohna Road': '4.6 Km', 'KIIT College of Engineering': '6.1 Km', 'SkyJumper Trampoline Park': '6.7 Km', 'Sohna Road': '7 Km', 'Golf Course Extension Road': '7.1 Km', 'DLF Golf and Country Club': '16.2 Km', 'Indira Gandhi International Airport': '25.9 Km'}",https://www.99acres.com/m3m-sierra-68-sector-68-gurgaon-npxid-r211327
106,Anand Niketan,"{'NH 248A': '1.0 Km', 'K. R. Mangalam University': '1.9 Km', 'GD Goenka World School': '2.1 Km', 'Global City Centre': '2.4 Km', 'Vishwas Hospital': '3.1 Km', 'Garhi Harsaru Junction': '29.7 Km', 'Indira Gandhi Airport': '37.1 Km', 'Sector 55-56 Metro Station': '21.9 Km'}",https://www.99acres.com/anand-niketan-sector-2-sohna-gurgaon-npxid-r409033
107,DLF The Belaire,"{'Golf Course Road': '150 m', 'Ibis Hotel': '450 m', 'Horizon 1 Mall': '600 m', 'DLF Golf and Country Club': '850 m', 'Sector 42-43 Metro station': '1.2 km', 'Ernst & Young': '1.5 km', 'Paras Hospital': '1.9 km', 'Gurgaon Faridabad Highway': '2.5 km', 'IGI Airport': '16.2 km'}",https://www.99acres.com/dlf-the-belaire-sector-54-gurgaon-npxid-r12
108,Godrej Aria,"{'Mount Olympus School, Sec 79': '170 Meter', 'Savoy Suites, Manesar': '6.1 Km', 'Delhi Jaipur Expressway': '4.2 Km', 'Nakhrola Stadium': '5.7 Km', 'Sapphire 83 Mall': '6 Km', 'Miracles Apollo Cradle Hospital': '5.5 Km', 'Singhania University, Manesar': '10.4 Km', 'Capital Business Park': '12 Km', 'Manesar Golf Course': '9.7 Km', 'Garhi Harsaru Junction': '11.8 Km', 'Indira Gandhi International Airport': '31.2 Km'}",https://www.99acres.com/godrej-aria-sector-79-gurgaon-npxid-r55428
109,Ansals Shiva Som Valley,"{'Old Sohna Dhani Road': '130 Meter', 'K. R. Mangalam University': '1.1 KM', 'GD Goenka Signature School': '1.4 KM', 'Vardaan Hospital & Trauma Centre': '3.9 KM', 'Public Bazar': '4.2 KM', 'NH 248A': '8.7 KM', 'Indira Gandhi Intl Airport': '36.7 KM'}",https://www.99acres.com/ansals-shiva-som-valley-sector-35-sohna-gurgaon-npxid-r377672
110,Vipul World,"{'GD Goenka School': '1.8 km', 'Polaris Hospital': '2.3 km', 'Vatika Business Park': '2.7 km', 'Park Hospital': '4.0 km', 'Bharat Petrol Pump': '4.5 km', 'The Millennium School': '4.7 km', 'Lemon Tree Hotel': '5.6 km', 'IndusInd Bank': '5.7 km', 'Medanta The Medicity': '6.1 km', 'Artemis Hospital': '6.2 km', 'Tau Devi Lal Sports Complex': '6.3 km', 'Children Park': '6.4 km', 'Airia Mall': '6.4 km', 'Medanta Dialysis Center': '7.0 km', 'Gurugram Railway Station': '9.9 km'}",https://www.99acres.com/vipul-world-sector-48-gurgaon-npxid-r37528
111,Central Park Flower Valley Aqua Front Towers,"{'Central Park, Sohna Rd': '850 Meter', 'HDFC Bank ATM, Dhunela Ghamroj': '1.2 KM', 'Ashiana Anmol  Kid Centric Homes': '1.8 KM', 'Indianoil, Sohna - Gurgaon Rd': '1.9 KM', 'Taj Hotel & Family Restaurant': '3.4 KM', 'V-Square Sohna New Residential': '3.6 KM', 'KR Mangalam University': '3.7 KM', 'G D Goenka University': '3.9 KM', 'G D Goenka World School': '4 KM', 'The Phoenix Project, Sohna - Gurgaon Rd': '4.3 KM', 'Signature Global Park': '4.4 KM', 'Signum 36': '4.8 KM', 'Kotak Mahindra Bank, MBS Tower': '5.9 KM', 'Pasco Automobiles, Alipur, Sohna': '6 KM', 'Sohna Bus Stand': '6.1 KM'}",https://www.99acres.com/central-park-flower-valley-aqua-front-towers-sector-33-sohna-gurgaon-npxid-r269936
112,Tulip Violet,"{'Imperio School': '1.9 Km', 'Ektaa Hospitals': '3.9 Km', 'Vipul Trade Business Centre': '5 Km', 'Radisson Hotel Gurugram': '5.2 Km', 'Airia Mall Sector 68': '5.8 Km', 'SkyJumper Trampoline Park': '6.1 Km', 'Southern Peripheral Road': '6.1 Km', 'Golf Course Extension Rd': '6.3 Km', 'DPG Institute of Technology': '7.4 Km', 'Indira Gandhi International Airport': '30.3 Km'}",https://www.99acres.com/tulip-violet-sector-69-gurgaon-npxid-r1013
113,Eldeco Accolade,"{'Sohna Road': '0.1 Km', 'Damdama More': '1 Km', 'Civil Hospital': '1.4 Km', 'GD Goenka World School': '1.7 Km', 'K.R. Mangalam University': '2.2 Km', 'Global City Centre': '3 Km', 'Western Peripheral Expressway': '10 Km'}",https://www.99acres.com/eldeco-accolade-sohna-gurgaon-npxid-r71167
114,M3M Natura,"{'Bhondsi Nature Park': '2Km', 'Airia Mall': '2.5km', 'Enkays Hospital': '2.6Km', 'Lemon Tree Hotel,': '2.7km', 'Ram Krishna Public School': '2.9Km', 'Aravalli Hill View Point': '5.6Km'}",https://www.99acres.com/m3m-natura-sector-68-gurgaon-npxid-r327791
115,Emaar Imperial Gardens,"{'Gurugram Global Heights School': '500 Meter', 'Satya The Hive Mall': '1.8 Km', 'Gurugram Road': '1.4', 'The Signature Super Speciality Hospital': '5.4 Km', 'Basai Dhankot Railway Station': '3.7 Km', 'Sunrise University': '5.7 Km', 'Dwarka Expy': '3.4 Km', 'Country Inn & Suites by Radisson': '11.3 Km', 'Indira Gandhi Intl Airport': '24.2 Km', 'Nehru Stadium': '8.7 Km'}",https://www.99acres.com/emaar-imperial-gardens-sector-102-gurgaon-npxid-r5358
116,Ireo City Plots,"{'Yonex Badminton Stadium': '3 mins', 'CBR Cricket Ground': '4 mins', 'Grand Hyatt': '6 mins', 'Au Grand Air': '6 mins', 'Indira Gandhi Eye Hospital': '7 mins', 'Double Tree by Hilton': '8 mins', 'Swastik Hospital': '8 mins', 'Jinaglala Theme Park': '8 mins', 'Heritage School': '9 mins', 'Scottish International School': '9 mins', 'Ap Sports cricket ground': '9 mins', 'Nischay Cricket Academy': '10 mins', 'DLC Cricket Ground': '12 mins', 'Drona Sports Village': '13 mins', 'Paras Hospital': '14 mins'}",https://www.99acres.com/ireo-city-plots-sector-60-gurgaon-npxid-r10720
117,Parsvnath Exotica,"{'Sector 53-54 Metro Station': '0.85 Km', 'Golf Course Road': '1.4 Km', 'Shiv Nadar School': '3.7 Km', 'Sushant University': '3.9 Km', 'DLF Golf and Country Club': '4.2 Km', 'Ramada by Wyndham Gurgaon': '4.5 Km', 'Sahara Mall': '5.5 Km', 'Mehrauli-Gurgaon Rd': '6.6 Km', 'PVR Drive in Theatre': '7.7 Km', 'Duke Horse Riding Club': '8.3 Km', 'SkyJumper Trampoline Park': '9.2 Km', 'Surajgarh Gurgaon': '9.5 Km', 'F9 Go Karting Gurgaon': '10.8 Km', 'Fun N Food Village': '11.5 Km', 'Indira Gandhi International Airport': '15.6 Km'}",https://www.99acres.com/parsvnath-exotica-sector-53-gurgaon-npxid-r11
118,Pioneer Urban Presidia,"{'Heritage Xperiential Learning School': '1.1 Km', 'Apex Plus Hospital': '1.2 Km', 'Golf Course Ext Road': '2.4 Km', 'DoubleTree by Hilton Hotel': '2.4 Km', 'PVR Drive in Theatre': '3.3 Km', 'Duke Horse Riding Club': '4.9 Km', 'ZEN Golf Range & Academy': '5.4 Km', 'Surajgarh Gurgaon': '5.5 Km', 'The Banyan Tree Hiking Area': '6 Km', 'Airia Mall': '6.9 Km', 'SkyJumper Trampoline Park': '7.8 Km', 'Indira Gandhi International Airport': '19.9 Km'}",https://www.99acres.com/pioneer-urban-presidia-sector-62-gurgaon-npxid-r110
119,Suncity Platinum Towers,"{'Umkal Hospital': '450 Meter', 'Iffco Chowk': '500 Meter', 'MG Road': '2.2 KM', 'Plaza Mall': '2.4 KM', 'MGF Metropolitan Mall': '2.5 KM', 'NH 48': '3.8 KM', 'Paras Hospitals, Gurgaon': '4.5 KM', 'Lancers International School': '6.4 KM', 'Sushant University': '7.7 KM', 'The NorthCap University': '9 KM', 'Indira Gandhi Intl Airport': '15.5 KM'}",https://www.99acres.com/suncity-platinum-towers-mg-road-gurgaon-npxid-r308091
120,Godrej Nature Plus,"{'K. R. Mangalam University': '1.1 KM', 'Badshahpur Sohna Rd Hwy': '1.7 KM', 'Gurjar Samrat Jaipal Khatana Marg': '2.3 KM', 'Signature Global Infinity Mall Sohna': '2.3 KM', 'Vidya Niketan Sr Sec School': '4.7 KM', 'Sanjivani Hospital': '7 KM', 'Garhi Harsaru Junction': '30.5 KM', 'Indira Gandhi Intl Airport': '35.6 KM'}",https://www.99acres.com/godrej-nature-plus-sector-33-sohna-gurgaon-npxid-r297055
121,Bestech Park View Grand Spa,"{""St. Xavier's High School"": '0.65 Km', 'Spectra Hospital': '0.75 Km', 'Sapphire 83 Mall': '2.5 Km', 'Hyatt Regency Gurgaon': '4.9 Km', 'NH-8, IMT Manesar': '5.4 Km', 'Dwarka Expressway': '5.6 Km', 'IMT Manesar': '8.1 Km', 'National Tennis Academy': '9.7 Km', 'SkyJumper Trampoline Park': '13.5 Km', 'Indira Gandhi International Airport': '30 Km'}",https://www.99acres.com/bestech-park-view-grand-spa-sector-81-gurgaon-npxid-r2086
122,Shree Vardhman Victoria,"{'Golf Course Extn Road': '200 Meter', 'Sohna Road': '500 Meter', 'Tulip Violet Society, Sector 69': '1.8 KM', 'Spaze Palazo, Golf Course Ext Rd': '3.3 KM', 'Federal Bank Sector 71': '3.4 KM', 'Kunskapsskolan International': '3.4 KM', 'Southern Peripheral Rd, Gurugram': '3.5 KM', 'Ektaa Hospitals  Main Sohna Rd': '4 KM', 'Central Bank Of India Sohna Rd': '4.2 KM', 'Sanjeevani Hospital - Child Specialist': '4.2 KM', 'VATIKA BUSINESS PARK Sohna Rd': '4.2 KM', 'IndianOil, Hasanpur': '4.5 KM', 'The Medicity, Spaze iTech Park': '5 KM', 'Axis Bank, Sohna Rd': '5.6 KM', 'Airia Mall': '5.9 KM'}",https://www.99acres.com/shree-vardhman-victoria-sector-70-gurgaon-npxid-r28294
123,Silverglades The Melia,"{'Sohna Road': '0.75 Km', 'Shambhu Dayal High School': '1 Km', 'Global City Centre Mall': '2.4 Km', 'GD Goenka University': '2.6 Km', 'Vardaan Hospital and Trauma Centre': '4.7 Km', 'Sohna Bus Stand': '4.7 Km', 'Ascendas OneHub Gurgaon': '5.8 Km', 'Western Peripheral Expressway': '12.9 Km'}",https://www.99acres.com/silverglades-the-melia-sohna-gurgaon-npxid-r26828
124,Shree Vardhman Flora,"{'Holiday Inn Gurugram Sector 90': '1.9 Km', 'IRIS Broadway Mall': '2.2 Km', 'Aarvy Healthcare Hospital': '2.3 Km', 'Flying Wings Badminton Academy': '2.9 Km', 'Saraswati Model School': '3.3 Km', 'Garhi Harsaru Junction': '4.4 Km', 'Dwarka Expressway': '6.8 km', 'SGT University': '11.3 km', 'Orchid Business Park': '16.7 km', 'Indira Gandhi International Airport': '30.5 Km'}",https://www.99acres.com/shree-vardhman-flora-sector-90-gurgaon-npxid-r28296
125,Vatika Seven Elements,"{'Pataudi Road': '400 Meter', 'Dwarka Expy': '3.3 KM', 'Newtown Square Mall': '3.5 KM', 'Euro International School': '7.5 KM', 'Shri Balaji’s Multispeciality Hospital': '8 KM', 'SGT University': '9.6 KM', 'Farrukh Nagar Railway Station': '15.7 KM', 'Indira Gandhi Intl Airport': '30 KM'}",https://www.99acres.com/vatika-seven-elements-sector-89-a-gurgaon-npxid-r7746
126,Bellavista Central Park Resorts,"{'Candor TechSpace, Sector 48': '500 Meter', 'Badshahpur Sohna Rd Hwy': '2.5 KM', 'Omaxe Celebration Mall': '3 KM', 'Pataudi Road': '5 KM', 'GD Goenka Public School': '2.1 KM', 'Huda Metro Station': '7.3 KM', 'Sushant University': '10.6 KM', 'Indira Gandhi International Airport': '20.3 KM', 'Medanta - The Medicity': '4.5 KM', 'Tau DeviLal Sports Complex': '4.8 KM', 'DoubleTree by Hilton Hotel Gurgaon': '10.6 KM', 'De Adventure Park': '9 KM'}",https://www.99acres.com/bellavista-central-park-resorts-sector-48-gurgaon-npxid-r343397
127,M3M Heights,"{'M3m 65th Avenue Mall': '0.25 Km', 'DPS International School': '0.85 Km', 'Golf Course Extension Road': '1.4 Km', 'Park Hospital': '3.5 Km', 'Lemon Tree Hotel': '4.4 Km', 'Rapid Metro Sector 56': '5 Km', 'SkyJumper Trampoline Park': '5.1 Km', 'PVR Drive in Theatre': '5.7 Km', 'DPG Institute of Technology': '7.9 Km', 'Indira Gandhi International Airport': '22.8 Km', 'Gurgaon - Delhi Expy': '3.7 KM'}",https://www.99acres.com/m3m-heights-sector-65-gurgaon-npxid-r272921
128,Godrej Habitat,"{'Sneh Hospital': '0.15 Km', 'Gems International School': '2.5 Km', 'Country Inn & Suites by Radisson': '4.1 Km', 'Dwarka Expressway': '5.8 Km', 'HUDA Mini Golf Course': '5.8 Km', 'National Highway 8': '6.2 Km', 'Star Mall': '6.7 Km', 'Appu Ghar Water Park': '8.2 Km', 'Huda City Centre Metro Station': '8.2 Km', 'ICFAI University': '9.8 Km', 'Indira Gandhi International Airport': '20.4 Km'}",https://www.99acres.com/godrej-habitat-sector-3-gurgaon-npxid-r326543
129,Adani Brahma Samsara,"{'Lemon Tree Hotel': '1 Km', 'Paras Trinity Mall': '1 Km', 'Tennis Vidyalaya (Tennis Academy)': '1.1 Km', 'PVR Drive in Theatre': '1.5 Km', 'Indira Gandhi Eye Hospital': '1.6 Km', 'Heritage Xperiential Learning School': '1.7 Km', 'Sector 55-56 Rapid Metro': '3.2 Km', 'Golf Course Extension Road': '4.4 Km', 'Sushant University': '5.5 Km', 'Zooper India Trampoline Park': '6.6 Km', 'Teri Golf Course': '8.9 Km', 'Indira Gandhi International Airport': '21 Km'}",https://www.99acres.com/adani-brahma-samsara-sector-60-gurgaon-npxid-r271215
130,DLF The Grove,"{'Park Dr, DLF Phase 5': '41 Meter', 'Central Plaza Mall': '1.8 KM', 'Sector 53-54 Metro Station': '2.1 KM', 'Sushant University': '2.5 KM', 'Unicosmos School': '2.8 KM', 'Paras Hospitals': '4.2 KM', 'NH 148A': '10 KM', 'Indira Gandhi Intl Airport': '16.9 KM'}",https://www.99acres.com/dlf-the-grove-dlf-phase-5-gurgaon-npxid-r391580
131,Corona Optus,"{'The Esplanade Mall': '0.85 Km', 'Gurugram Road': '1.1 Km', 'Heritage badminton academy': '1.1 Km', 'Green Field Public School': '1.4 Km', 'Kadipur Industrial Area': '2 Km', 'Delhi Jaipur Expressway': '3.5 Km', 'Tau DeviLal Sports Complex': '7.3 Km', 'Gurgaon Railway Station': '7.5 Km', 'Medanta The Medicity': '8.9 Km', 'SkyJumper Trampoline Park': '9 Km', 'Gurugram University': '10.8 Km', 'Holiday Inn Gurugram Sector 90': '12.9 Km', 'Indira Gandhi International Airport': '22.8 Km'}",https://www.99acres.com/corona-optus-sector-37c-gurgaon-npxid-r2788
132,Central Park Flower Valley Flamingo Floors,"{'Spazedge IT Park': '450 Meter', 'Omaxe City Centre': '550 Meter', 'JMD Megapolis': '1.1 KM', 'Sapphire Mall': '1.2 KM', 'More Hypermart , Vipul business park': '1.8 KM', 'Raheja Mall': '1.8 KM', 'Basant Valley Global School': '2.3 KM', 'Eros City Square': '2.3 KM', 'The Paras World School': '3.8 KM', 'Vipul Trade Centre': '2.7 KM', ""St. Xavier's High School"": '3.3 KM', 'CK Birla Hospital': '3.8 KM', 'Medanta -The Medicity': '5.1 KM', 'WorldMark Gurgaon, Maidawas Rd': '5.9 KM', 'Artemis Hospital Gurgaon': '5.9 KM'}",https://www.99acres.com/central-park-flower-valley-flamingo-floors-sector-33-sohna-gurgaon-npxid-r271483
133,ROF Insignia Park 2,"{'Western Peripheral Expy, Gurugram': '3.3 KM', 'Raghunath Bal Vidya Mandir School': '3.7 KM', 'Reliance Trends Newtown Square Mall': '6.2 KM', 'ESIC Hospital': '8.8 KM', 'Indira Gandhi Intl Airport': '36.5 KM'}",https://www.99acres.com/rof-insignia-park-2-sector-95-gurgaon-npxid-r394471
134,Indiabulls Centrum Park,"{'S N International School': '2.3 Km', 'Dwarka Expressway': '2.3 Km', 'Gurgaon Railway Station': '4.4 Km', 'Infinitys Badminton Academy': '5.5 Km', 'Gurgaon Dreamz Mall': '5.7 Km', 'Metro Hospital, Palam Vihar': '7.5 Km', 'Country Inn and Suites by Radisson': '8.3 Km', 'Delhi Gurgaon Expressway': '9 Km', 'F9 Go Karting Gurgaon': '9.5 Km', 'HUDA Market, Sector 14': '9.6 Km', 'The NorthCap University': '9.8 Km', 'HUDA Mini Golf Course': '10.4 Km', 'Sector 29 Gurgaon Pubs and Bars': '11.7 Km', 'Emaar Business Park': '14.1 Km', 'Indira Gandhi International Airport': '22.8 Km'}",https://www.99acres.com/indiabulls-centrum-park-sector-103-gurgaon-npxid-r461
135,BPTP Fortuna,"{'Southern Peripheral Rd, Dhani': '2.6 KM', 'CD International School': '5.2 KM', 'Omaxe City Centre Mall': '5.5 KM', 'Badshahpur Sohna Rd Hwy, Malibu Town': '7.5 KM', 'Park Hospital': '7.6 KM', 'Gurugram University': '8.8 KM', 'Sector 55-56 Metro Station': '10.7 KM', 'Indira Gandhi Intl Airport': '25.4 KM'}",https://www.99acres.com/bptp-fortuna-sector-70a-gurgaon-npxid-r391135
136,Bestech Park View Spa Next,"{'Ektaa Hospital': '1.5 Km', ""St. Xavier's School"": '3.4 Km', 'Omaxe City Centre Mall': '3.5 Km', 'KIIT College of Engineering': '4 Km', 'Radisson Hotel Gurugram': '4.4 Km', 'SkyJumper Trampoline Park': '4.9 Km', 'Golf Course Extension Road': '5 Km', 'PVR Drive In Theater': '6.5 Km', 'Duke Horse Riding Club': '8.4 Km', 'Surajgarh Gurgaon': '8.7 Km', 'HUDA Mini Golf Course': '8.7 Km', 'Indira Gandhi International Airport': '23.4 Km'}",https://www.99acres.com/bestech-park-view-spa-next-sector-67-gurgaon-npxid-r23724
137,DLF The Pinnacle,"{'American Express': '12 m', 'IDFC FIRST Bank': '69 m', 'Golf Course Road': '170 m', 'Sector 42-43': '600 m', 'Lancers International School': '750 m', 'Sector 53-54': '850 m', 'Paras Hospital': '1.2 km', 'Ernst & Young': '1.5 km', 'Shalom Hills International School': '1.5 km', 'Ardee Mall': '2.1 km', 'Delhi Public School': '2.3 km', 'MGF Megacity Mall': '3.5 km', 'Sunset point': '3.2 km', 'Fortis hospital': '3.5 km', ""Oyster's Water Park"": '4.2 km'}",https://www.99acres.com/dlf-the-pinnacle-dlf-phase-5-gurgaon-npxid-r12068
138,Godrej Oasis,"{'Pataudi road': '600m', 'Dwarka expressway': '1.8Km', 'Double Infinity market': '1.8Km', 'Bamroli Cricket Ground': '2.1Km', 'Aman Hospital': '2.5Km', 'Kidzee': '3.8Km', 'RPS International School': '3.9Km'}",https://www.99acres.com/godrej-oasis-sector-88a-gurgaon-npxid-r28232
139,Anant Raj Estate Plots,"{'Paras Trinity': '1Km', 'Indira Gandhi Eye Hospital': '2.9Km', 'The Shriram Millennium School': '3.3Km', 'Lemon Tree Hotel': '3.6Km', 'Golf course extension road': '3.9Km', 'AIPL Business Club': '4.5Km', 'Sector 55-56 rapid metro station': '5.7Km', 'IGI Airport': '23Km'}",https://www.99acres.com/anant-raj-estate-plots-sector-63-gurgaon-npxid-r368126
140,Mapsko The Icon 79,"{'NH 48': '4.6 KM', 'Sapphire 83 Mall': '6 KM', 'Narayana e-Techno School - Manesar': '5.8 KM', 'Garhi Harsaru Junction': '11.8 KM', 'Miracles Apollo Cradle Hospital': '5.5 KM', 'DPG Degree College': '11.8 KM', 'Indira Gandhi Intl Airport': '31.2 KM', 'Savoy Suites, Manesar': '6.2 KM', 'Golden Greens Golf & Resorts': '11.4 KM', 'Nakhrola Stadium': '5.8 KM', 'De Adventure Park': '11.1 KM', 'DLF Corporate Greens': '8.4 KM'}",https://www.99acres.com/mapsko-the-icon-79-sector-79-gurgaon-npxid-r408246
141,DLF Regal Gardens,"{'HDFC Bank, Pataudi Rd': '1.6 KM', 'Holiday Inn Gurugram Sector 90': '1.6 KM', 'SS Omnia, Sector 86': '1.9 KM', 'Canara Bank - Nawada Fatehpur': '2.2 KM', 'ICICI Bank ATM, Sector 86': '2.3 KM', 'RPS International School': '2.3 KM', 'Silver Streak Multi Speciality': '2.3 KM', 'Aarvy Healthcare Super Speciality': '2.9 KM', 'RHM Public School': '3 KM', 'Miracles Apollo Cradle Hospital': '3.2 KM', 'Minda Industries Nawada Fatehpur': '4.2 KM', 'Numberdar market, IMT Manesar': '4.2 KM', ""Sodhi's Supermarket, Sector 82"": '4.6 KM', 'M3M SCO Shop cum Office': '4.8 KM', 'State Bank of India': '5.7 KM'}",https://www.99acres.com/dlf-regal-gardens-sector-90-gurgaon-npxid-r2718
142,DLF The Icon,"{'Heritage Intl Xperiential School': '450 Meter', 'Sector 42-43 Rapid Metro Station': '750 Meter', 'Paras Hospitals, Gurgaon': '1.6 KM', 'Ardee Mall': '2.2 KM', 'Sushant University': '3.2 KM', 'NH 248A': '8.1 KM', 'Indira Gandhi Intl Airport': '16.3 KM'}",https://www.99acres.com/dlf-the-icon-dlf-phase-5-gurgaon-npxid-r26572
143,Vatika Sovereign Park,"{'Imperial Heritage School': '3.2 Km', 'Vibrant Hospital': '3.8 Km', 'The Esplanade Mall': '3.8 Km', 'Dwarka Expressway': '4.3 Km', 'SGT University': '8.8 Km', 'Quality Inn Gurgaon': '9.1 Km', 'SkyJumper Trampoline Park': '10.2 Km', 'KMP Expressway': '13.4 Km', 'IMT Manesar': '14.2 Km', 'Indira Gandhi International Airport': '25.4 Km'}",https://www.99acres.com/vatika-sovereign-park-sector-99-gurgaon-npxid-r25
144,Vatika Sovereign Next,"{'Sapphire 83 Mall': '600 Meter', 'Hyatt Regency Gurgaon': '2.2 KM', 'Miracles Apollo Cradle Hospital': '2.2 KM', 'Delhi Public School, Sector 84': '2.4 KM', 'NH 48': '3 KM', 'Sector 86 Road': '3.3 KM', 'AapnoGhar': '3.6 KM', 'Minda Industries Limited': '4.2 KM', 'Garhi Harsaru Junction': '8.5 KM', 'Tau DeviLal Sports Complex': '11.8 KM', 'Orchid Business Park': '11.8 KM', 'Indira Gandhi International Airport': '27.3 KM'}",https://www.99acres.com/vatika-sovereign-next-sector-82a-gurgaon-npxid-r39998
145,Central Park Flower Valley The Room,"{'Central Park II Road': '13 Meter', 'Badshahpur Sohna Rd Hwy': '1 KM', 'Raheja Mall': '1.2 KM', 'Park Hospital': '2.7 KM', 'Gurugram University': '4.7 KM', 'CD International School': '5.6 KM', 'Huda Metro Station': '5.9 KM', 'Indira Gandhi Intl Airport': '18.9 KM'}",https://www.99acres.com/central-park-flower-valley-the-room-sohna-gurgaon-npxid-r250617
146,M3M Sky Lofts,"{'Sohna Road': '2.1Km', 'Vega School': '2.5Km', 'Omex City Centre Mall': '3.6Km', 'Polaris Hospital': '4.6Km', 'NH 48': '5Km', 'SkyJumper Trampoline Park': '5.6Km', 'Sector 55-56 Rapid Metro': '8.8Km', 'Indira Gandhi Intl Airport': '23 KM'}",https://www.99acres.com/m3m-sky-lofts-sector-71-gurgaon-npxid-r324823
147,Golden Park,"{'Damdama Lake Rd': '220 Meter', 'Vardaan Hospital & Trauma Centre': '2.8 KM', 'Sohna Bus Stand': '2.9 KM', 'Badshahpur Sohna Rd Hwy': '3.7 KM', 'Sohna Hill Viewpoint': '5.8 KM', 'K.R. Mangalam University': '20.8 KM', 'Indira Gandhi Intl Airport': '40.9 KM'}",https://www.99acres.com/golden-park-sohna-gurgaon-npxid-r400381
148,Ireo Savannah,"{'KR Mangalam University Sohna': '1.7 KM', 'GD Goenka World School': '1.9 KM', 'Badshahpur Sohna Rd Hwy': '1.4 KM', 'Civil Hospital': '3.8 KM', 'Country Inn & Suites By Radisson': '8.1 KM', 'Airia Mall': '11.6 KM', 'Gurgaon Railway Station': '24.2 KM', 'Indira Gandhi Intl Airport': '35.3 KM'}",https://www.99acres.com/ireo-savannah-sector-35-sohna-gurgaon-npxid-r406279
149,Satya Merano Greens,"{'Excellere World School': '3 Km', 'Satya The Hive Mall': '3.5 Km', 'Vibrant Hospital': '4.4 Km', 'Dwarka Expressway': '75 mtrs', 'Ramgarh Farms & Resort': '6.4 Km', 'Holiday Inn Gurugram Sector 90': '7.2 Km', 'Hero Honda Chowk': '9.8 Km', 'DPG Institute of Technology': '10.3 Km', 'IMT Manesar': '12.6 Km', 'Indira Gandhi International Airport': '28.3 Km'}",https://www.99acres.com/satya-merano-greens-sector-99a-gurgaon-npxid-r382315
150,ATS Kocoon,"{'Euro International School': '210 mtrs', 'Jagdish Super Market': '350 mtrs', 'Gyaananda School': '550 mtrs', 'Bharat Petroleum Shree Shyam Filling': '1 KM', 'The Club, International City': '1.1 KM', 'Conscient One': '1.1 KM', 'ICICI BANK ATM, Annapurna MKT': '1.1 KM', 'ESIC Dispensary': '1.6 KM', 'Canara Bank New Palam Vihar': '2.7 KM', 'Dwarka': '3 KM', 'Radha Krishan Mandir': '3.4 KM', 'Daultabad Stadium': '4.1 KM', 'Gurgaon Gramin Bank': '4.7 KM', 'IGIA Airport': '5 KM', 'SCR Model School': '5.2 KM'}",https://www.99acres.com/ats-kocoon-sector-109-gurgaon-npxid-r24656
151,Paras Quartier,"{'Sector 55-56 Metro Station': '5 Km', 'Teri Golf Course': '1.5 Km', 'ASF Insignia SEZ': '3.6 Km', 'Sushant University': '5 Km', 'Faridabad - Gurgaon Road': '6 Meter', 'Golden Tulip Suites Gurgaon': '2.1 Km', 'Paras Hospitals, Gurgaon': '7.4 Km', 'South point Mall': '7.9 Km', ""Oyster's Water Park"": '10.8 Km', 'NH 148A': '7.9 Km', 'Indira Gandhi International Airport': '20.1 Km', ""Lingaya's Lalita Devi Institute"": '3.4 Km', 'Pathways School Gurgaon': '3.2 Km'}",https://www.99acres.com/paras-quartier-gwal-pahari-gurgaon-npxid-r11794
152,Ashiana Amarah,"{'Pranavananda International School': '650 M', 'Kidzee Sec-93': '1.9 Km', 'Holiday Inn Gurugram Sector 90': '2.5 Km', 'City Square': '3.1 Km', 'Newtown Square Mall': '3.1 Km', 'Aarvy Hospital': '3.2 Km', 'Jhankar Group of Institutions': '5 Km', 'Dwarka Expressway': '5.1 Km', 'Garhi Harsaru Junction': '5.8 Km', 'Sant Soordas Sihi Metro Station': '7.4 Km', 'Indira Gandhi International Airport': '32.4 Km'}",https://www.99acres.com/ashiana-amarah-sector-93-gurgaon-npxid-r396809
153,JMS Prime Land,"{'Pataudi Road': '0.1 Km', 'RPS International School': '3.4 Km', 'Aarvy Healthcare Hospital': '3.5 Km', 'Garhi Harsaru Junction': '3.7 Km', 'Dwarka Expressway': '4.4 Km', 'Holiday Inn Gurugram Sector 90': '5.5 Km', 'Western Peripheral Expressway': '6.8 Km', 'Sapphire 83 Mall': '7 Km', 'Heritage Badminton Academy': '8.3 Km', 'SGT University': '11.1 Km', 'Indira Gandhi International Airport': '31 Km'}",https://www.99acres.com/jms-prime-land-sector-95a-gurgaon-npxid-r374204
